center_id,ts_bucket,agents_scheduled,agents_logged_in,shrinkage_pct,sla_target_sec
SC-115,2026-07-24 14:00:00,14.56,11.28,22.52,90.0
SC-115,2026-07-24 14:30:00,13.88,9.88,28.79,90.0
SC-115,2026-07-24 15:00:00,14.32,10.17,28.95,90.0
SC-115,2026-07-24 15:30:00,14.76,10.21,30.8,90.0
SC-115,2026-07-24 16:00:00,11.88,8.55,28.02,90.0
SC-115,2026-07-24 16:30:00,10.12,7.95,21.38,90.0
SC-115,2026-07-24 17:00:00,10.14,7.16,29.44,90.0
SC-115,2026-07-24 17:30:00,8.93,6.64,25.6,90.0
SC-115,2026-07-24 18:00:00,8.07,5.73,29.05,90.0
SC-115,2026-07-24 18:30:00,6.42,4.74,26.14,90.0
SC-115,2026-07-24 19:00:00,5.25,4.11,21.59,90.0
SC-115,2026-07-24 19:30:00,4.3,3.17,26.28,90.0
SC-115,2026-07-25 08:00:00,6.02,4.4,26.87,90.0
SC-115,2026-07-25 08:30:00,9.28,6.35,31.6,90.0
SC-115,2026-07-25 09:00:00,10.98,7.69,29.97,90.0
SC-115,2026-07-25 09:30:00,13.24,9.61,27.39,90.0
SC-115,2026-07-25 10:00:00,12.18,8.91,26.85,90.0
SC-115,2026-07-25 10:30:00,13.18,9.53,27.7,90.0
SC-115,2026-07-25 11:00:00,14.72,10.5,28.68,90.0
SC-115,2026-07-25 11:30:00,15.49,10.76,30.57,90.0
SC-115,2026-07-25 12:00:00,15.68,10.58,32.55,90.0
SC-115,2026-07-25 12:30:00,12.82,9.66,24.63,90.0
SC-115,2026-07-25 13:00:00,12.81,9.07,29.16,90.0
SC-115,2026-07-25 13:30:00,11.76,8.38,28.75,90.0
SC-115,2026-07-25 14:00:00,12.19,8.82,27.64,90.0
SC-115,2026-07-25 14:30:00,11.19,7.8,30.29,90.0
SC-115,2026-07-25 15:00:00,10.94,7.26,33.63,90.0
SC-115,2026-07-25 15:30:00,9.92,6.76,31.85,90.0
SC-115,2026-07-25 16:00:00,9.2,6.75,26.63,90.0
SC-115,2026-07-25 16:30:00,9.09,5.94,34.69,90.0
SC-115,2026-07-25 17:00:00,7.61,5.05,33.7,90.0
SC-115,2026-07-25 17:30:00,5.88,4.26,27.54,90.0
SC-115,2026-07-25 18:00:00,6.79,4.57,32.78,90.0
SC-115,2026-07-25 18:30:00,5.02,3.58,28.72,90.0
SC-115,2026-07-25 19:00:00,3.98,2.87,27.8,90.0
SC-115,2026-07-25 19:30:00,3.38,2.59,23.4,90.0
SC-115,2026-07-26 08:00:00,18.41,13.03,29.23,90.0
SC-115,2026-07-26 08:30:00,25.23,18.48,26.75,90.0
SC-115,2026-07-26 09:00:00,33.17,25.04,24.49,90.0
SC-115,2026-07-26 09:30:00,44.58,30.07,32.54,90.0
SC-115,2026-07-26 10:00:00,44.07,32.1,27.16,90.0
SC-115,2026-07-26 10:30:00,47.6,30.91,35.07,90.0
SC-115,2026-07-26 11:00:00,48.43,36.14,25.38,90.0
SC-115,2026-07-26 11:30:00,48.65,33.86,30.4,90.0
SC-115,2026-07-26 12:00:00,46.64,36.64,21.43,90.0
SC-115,2026-07-26 12:30:00,37.69,28.66,23.97,90.0
SC-115,2026-07-26 13:00:00,39.85,29.27,26.55,90.0
SC-115,2026-07-26 13:30:00,33.98,26.32,22.54,90.0
SC-115,2026-07-26 14:00:00,30.43,23.89,21.49,90.0
SC-115,2026-07-26 14:30:00,34.5,24.5,28.96,90.0
SC-115,2026-07-26 15:00:00,31.18,21.95,29.58,90.0
SC-115,2026-07-26 15:30:00,33.63,23.55,29.98,90.0
SC-115,2026-07-26 16:00:00,31.66,20.74,34.5,90.0
SC-115,2026-07-26 16:30:00,23.53,18.07,23.17,90.0
SC-115,2026-07-26 17:00:00,24.43,16.94,30.68,90.0
SC-115,2026-07-26 17:30:00,18.37,14.21,22.65,90.0
SC-115,2026-07-26 18:00:00,18.56,13.02,29.82,90.0
SC-115,2026-07-26 18:30:00,14.13,10.28,27.25,90.0
SC-115,2026-07-26 19:00:00,11.41,8.18,28.35,90.0
SC-115,2026-07-26 19:30:00,11.31,7.47,33.91,90.0
SC-115,2026-07-27 08:00:00,17.91,12.48,30.28,90.0
SC-115,2026-07-27 08:30:00,22.67,16.58,26.88,90.0
SC-115,2026-07-27 09:00:00,28.73,20.59,28.34,90.0
SC-115,2026-07-27 09:30:00,35.97,25.69,28.57,90.0
SC-115,2026-07-27 10:00:00,41.22,26.13,36.6,90.0
SC-115,2026-07-27 10:30:00,48.31,32.58,32.57,90.0
SC-115,2026-07-27 11:00:00,36.84,29.0,21.27,90.0
SC-115,2026-07-27 11:30:00,42.68,30.95,27.48,90.0
SC-115,2026-07-27 12:00:00,39.99,27.85,30.34,90.0
SC-115,2026-07-27 12:30:00,41.98,28.38,32.39,90.0
SC-115,2026-07-27 13:00:00,34.27,24.83,27.54,90.0
SC-115,2026-07-27 13:30:00,38.71,24.91,35.64,90.0
SC-115,2026-07-27 14:00:00,30.62,22.02,28.09,90.0
SC-115,2026-07-27 14:30:00,28.5,20.07,29.57,90.0
SC-115,2026-07-27 15:00:00,26.92,19.36,28.09,90.0
SC-115,2026-07-27 15:30:00,25.01,18.35,26.62,90.0
SC-115,2026-07-27 16:00:00,24.63,17.7,28.12,90.0
SC-115,2026-07-27 16:30:00,21.54,14.39,33.21,90.0
SC-115,2026-07-27 17:00:00,21.13,14.99,29.06,90.0
SC-115,2026-07-27 17:30:00,15.88,12.52,21.15,90.0
SC-115,2026-07-27 18:00:00,15.59,11.37,27.12,90.0
SC-115,2026-07-27 18:30:00,13.1,9.34,28.67,90.0
SC-115,2026-07-27 19:00:00,9.52,7.35,22.8,90.0
SC-115,2026-07-27 19:30:00,7.91,5.67,28.41,90.0
SC-116,2026-06-30 08:00:00,13.35,9.95,25.47,60.0
SC-116,2026-06-30 08:30:00,17.92,14.37,19.83,60.0
SC-116,2026-06-30 09:00:00,27.84,19.41,30.29,60.0
SC-116,2026-06-30 09:30:00,30.66,20.8,32.15,60.0
SC-116,2026-06-30 10:00:00,32.44,23.63,27.15,60.0
SC-116,2026-06-30 10:30:00,40.13,29.23,27.16,60.0
SC-116,2026-06-30 11:00:00,36.11,26.34,27.05,60.0
SC-116,2026-06-30 11:30:00,46.0,30.11,34.54,60.0
SC-116,2026-06-30 12:00:00,36.31,25.22,30.53,60.0
SC-116,2026-06-30 12:30:00,31.97,23.56,26.31,60.0
SC-116,2026-06-30 13:00:00,35.88,24.57,31.51,60.0
SC-116,2026-06-30 13:30:00,33.64,23.16,31.14,60.0
SC-116,2026-06-30 14:00:00,26.32,19.06,27.6,60.0
SC-116,2026-06-30 14:30:00,29.34,20.42,30.41,60.0
SC-116,2026-06-30 15:00:00,26.27,18.22,30.64,60.0
SC-116,2026-06-30 15:30:00,24.04,16.43,31.65,60.0
SC-116,2026-06-30 16:00:00,23.31,15.47,33.66,60.0
SC-116,2026-06-30 16:30:00,19.72,13.99,29.05,60.0
SC-116,2026-07-01 08:00:00,12.81,9.0,29.77,60.0
SC-116,2026-07-01 08:30:00,21.76,16.05,26.23,60.0
SC-116,2026-07-01 09:00:00,26.74,17.38,35.01,60.0
SC-116,2026-07-01 09:30:00,25.87,19.35,25.19,60.0
SC-116,2026-07-01 10:00:00,34.36,23.44,31.79,60.0
SC-116,2026-07-01 10:30:00,39.15,25.67,34.42,60.0
SC-116,2026-07-01 11:00:00,32.73,22.98,29.78,60.0
SC-116,2026-07-01 11:30:00,34.54,25.26,26.86,60.0
SC-116,2026-07-01 12:00:00,32.28,23.32,27.77,60.0
SC-116,2026-07-01 12:30:00,29.43,22.12,24.85,60.0
SC-116,2026-07-01 13:00:00,27.05,20.27,25.09,60.0
SC-116,2026-07-01 13:30:00,29.54,20.81,29.55,60.0
SC-116,2026-07-01 14:00:00,25.58,17.21,32.71,60.0
SC-116,2026-07-01 14:30:00,24.56,18.41,25.02,60.0
SC-116,2026-07-01 15:00:00,21.95,16.38,25.38,60.0
SC-116,2026-07-01 15:30:00,23.8,17.3,27.29,60.0
SC-116,2026-07-01 16:00:00,18.44,14.03,23.93,60.0
SC-116,2026-07-01 16:30:00,18.37,13.44,26.82,60.0
SC-116,2026-07-02 08:00:00,12.59,9.51,24.52,60.0
SC-116,2026-07-02 08:30:00,16.25,12.1,25.53,60.0
SC-116,2026-07-02 09:00:00,23.28,17.57,24.52,60.0
SC-116,2026-07-02 09:30:00,25.76,19.46,24.45,60.0
SC-116,2026-07-02 10:00:00,31.61,20.16,36.22,60.0
SC-116,2026-07-02 10:30:00,32.25,23.97,25.68,60.0
SC-116,2026-07-02 11:00:00,30.97,22.2,28.33,60.0
SC-116,2026-07-02 11:30:00,32.97,26.49,19.68,60.0
SC-116,2026-07-02 12:00:00,31.67,24.26,23.39,60.0
SC-116,2026-07-02 12:30:00,28.48,20.41,28.36,60.0
SC-116,2026-07-02 13:00:00,28.73,21.12,26.49,60.0
SC-116,2026-07-02 13:30:00,26.54,18.83,29.05,60.0
SC-116,2026-07-02 14:00:00,23.91,16.77,29.83,60.0
SC-116,2026-07-02 14:30:00,25.17,18.85,25.12,60.0
SC-116,2026-07-02 15:00:00,20.98,15.03,28.35,60.0
SC-116,2026-07-02 15:30:00,19.2,14.3,25.54,60.0
SC-116,2026-07-02 16:00:00,18.87,13.91,26.3,60.0
SC-116,2026-07-02 16:30:00,17.23,11.83,31.36,60.0
SC-116,2026-07-03 08:00:00,5.66,4.03,28.89,60.0
SC-116,2026-07-03 08:30:00,9.21,6.21,32.55,60.0
SC-116,2026-07-03 09:00:00,11.6,8.5,26.7,60.0
SC-116,2026-07-03 09:30:00,12.27,9.05,26.23,60.0
SC-116,2026-07-03 10:00:00,15.09,11.24,25.47,60.0
SC-116,2026-07-03 10:30:00,16.84,12.46,26.0,60.0
SC-116,2026-07-03 11:00:00,16.29,11.57,29.01,60.0
SC-116,2026-07-03 11:30:00,15.92,11.72,26.38,60.0
SC-116,2026-07-03 12:00:00,14.93,10.86,27.29,60.0
SC-116,2026-07-03 12:30:00,17.07,11.37,33.37,60.0
SC-116,2026-07-03 13:00:00,15.76,11.54,26.78,60.0
SC-116,2026-07-03 13:30:00,14.37,10.49,27.04,60.0
SC-116,2026-07-03 14:00:00,11.94,8.7,27.1,60.0
SC-116,2026-07-03 14:30:00,12.58,8.94,29.0,60.0
SC-116,2026-07-03 15:00:00,11.34,8.23,27.45,60.0
SC-116,2026-07-03 15:30:00,10.71,8.06,24.78,60.0
SC-116,2026-07-03 16:00:00,10.8,6.95,35.61,60.0
SC-116,2026-07-03 16:30:00,8.72,6.62,24.08,60.0
SC-116,2026-07-04 08:00:00,4.61,3.31,28.14,60.0
SC-116,2026-07-04 08:30:00,6.62,4.98,24.78,60.0
SC-116,2026-07-04 09:00:00,9.14,6.24,31.7,60.0
SC-116,2026-07-04 09:30:00,10.58,7.06,33.3,60.0
SC-116,2026-07-04 10:00:00,10.19,7.35,27.91,60.0
SC-116,2026-07-04 10:30:00,10.88,7.81,28.19,60.0
SC-116,2026-07-04 11:00:00,11.65,8.02,31.22,60.0
SC-116,2026-07-04 11:30:00,11.14,8.54,23.31,60.0
SC-116,2026-07-04 12:00:00,10.8,8.05,25.42,60.0
SC-116,2026-07-04 12:30:00,11.36,8.03,29.32,60.0
SC-116,2026-07-04 13:00:00,10.73,7.49,30.24,60.0
SC-116,2026-07-04 13:30:00,8.65,6.19,28.47,60.0
SC-116,2026-07-04 14:00:00,8.93,6.73,24.67,60.0
SC-116,2026-07-04 14:30:00,8.8,6.35,27.82,60.0
SC-116,2026-07-04 15:00:00,7.7,5.74,25.47,60.0
SC-116,2026-07-04 15:30:00,7.15,5.09,28.82,60.0
SC-116,2026-07-04 16:00:00,8.57,5.66,33.91,60.0
SC-116,2026-07-04 16:30:00,6.83,4.64,31.95,60.0
SC-116,2026-07-05 08:00:00,13.0,9.37,27.94,60.0
SC-116,2026-07-05 08:30:00,23.35,16.68,28.55,60.0
SC-116,2026-07-05 09:00:00,24.71,18.2,26.36,60.0
SC-116,2026-07-05 09:30:00,32.74,23.03,29.67,60.0
SC-116,2026-07-05 10:00:00,37.27,24.37,34.61,60.0
SC-116,2026-07-05 10:30:00,35.93,27.6,23.18,60.0
SC-116,2026-07-05 11:00:00,38.55,28.04,27.27,60.0
SC-116,2026-07-05 11:30:00,39.31,26.07,33.67,60.0
SC-116,2026-07-05 12:00:00,33.82,23.78,29.69,60.0
SC-116,2026-07-05 12:30:00,30.96,22.54,27.2,60.0
SC-116,2026-07-05 13:00:00,32.55,22.61,30.55,60.0
SC-116,2026-07-05 13:30:00,27.81,20.77,25.33,60.0
SC-116,2026-07-05 14:00:00,26.95,22.33,17.15,60.0
SC-116,2026-07-05 14:30:00,28.06,20.46,27.09,60.0
SC-116,2026-07-05 15:00:00,26.26,19.92,24.16,60.0
SC-116,2026-07-05 15:30:00,22.15,17.52,20.91,60.0
SC-116,2026-07-05 16:00:00,20.83,14.57,30.06,60.0
SC-116,2026-07-05 16:30:00,21.52,14.61,32.09,60.0
SC-116,2026-07-06 08:00:00,14.03,10.34,26.25,60.0
SC-116,2026-07-06 08:30:00,20.88,14.29,31.53,60.0
SC-116,2026-07-06 09:00:00,26.61,18.99,28.64,60.0
SC-116,2026-07-06 09:30:00,28.24,20.19,28.51,60.0
SC-116,2026-07-06 10:00:00,31.35,22.45,28.4,60.0
SC-116,2026-07-06 10:30:00,31.38,23.45,25.27,60.0
SC-116,2026-07-06 11:00:00,38.13,28.42,25.47,60.0
SC-116,2026-07-06 11:30:00,42.05,28.96,31.12,60.0
SC-116,2026-07-06 12:00:00,36.44,25.72,29.43,60.0
SC-116,2026-07-06 12:30:00,30.22,22.8,24.57,60.0
SC-116,2026-07-06 13:00:00,28.2,22.37,20.7,60.0
SC-116,2026-07-06 13:30:00,32.86,22.07,32.85,60.0
SC-116,2026-07-06 14:00:00,27.87,21.77,21.88,60.0
SC-116,2026-07-06 14:30:00,28.79,20.5,28.8,60.0
SC-116,2026-07-06 15:00:00,24.68,18.22,26.16,60.0
SC-116,2026-07-06 15:30:00,23.03,17.59,23.61,60.0
SC-116,2026-07-06 16:00:00,20.38,15.64,23.25,60.0
SC-116,2026-07-06 16:30:00,18.07,13.11,27.44,60.0
SC-116,2026-07-07 08:00:00,12.57,8.61,31.46,60.0
SC-116,2026-07-07 08:30:00,21.61,16.43,23.97,60.0
SC-116,2026-07-07 09:00:00,28.75,21.27,26.03,60.0
SC-116,2026-07-07 09:30:00,31.39,22.03,29.81,60.0
SC-116,2026-07-07 10:00:00,37.15,26.59,28.44,60.0
SC-116,2026-07-07 10:30:00,37.41,26.22,29.92,60.0
SC-116,2026-07-07 11:00:00,41.87,30.78,26.49,60.0
SC-116,2026-07-07 11:30:00,39.38,26.92,31.65,60.0
SC-116,2026-07-07 12:00:00,39.1,26.03,33.41,60.0
SC-116,2026-07-07 12:30:00,31.55,21.95,30.45,60.0
SC-116,2026-07-07 13:00:00,33.96,25.92,23.69,60.0
SC-116,2026-07-07 13:30:00,32.96,23.09,29.94,60.0
SC-116,2026-07-07 14:00:00,32.06,23.15,27.79,60.0
SC-116,2026-07-07 14:30:00,26.9,19.46,27.65,60.0
SC-116,2026-07-07 15:00:00,25.93,19.48,24.86,60.0
SC-116,2026-07-07 15:30:00,24.28,17.35,28.52,60.0
SC-116,2026-07-07 16:00:00,23.85,15.86,33.5,60.0
SC-116,2026-07-07 16:30:00,19.81,14.78,25.39,60.0
SC-116,2026-07-08 08:00:00,14.96,10.35,30.81,60.0
SC-116,2026-07-08 08:30:00,20.27,15.24,24.81,60.0
SC-116,2026-07-08 09:00:00,25.44,18.51,27.25,60.0
SC-116,2026-07-08 09:30:00,30.05,21.81,27.42,60.0
SC-116,2026-07-08 10:00:00,29.41,21.99,25.21,60.0
SC-116,2026-07-08 10:30:00,35.57,26.14,26.52,60.0
SC-116,2026-07-08 11:00:00,40.85,26.57,34.95,60.0
SC-116,2026-07-08 11:30:00,34.67,24.99,27.93,60.0
SC-116,2026-07-08 12:00:00,37.97,27.91,26.48,60.0
SC-116,2026-07-08 12:30:00,36.02,25.3,29.74,60.0
SC-116,2026-07-08 13:00:00,29.25,20.79,28.9,60.0
SC-116,2026-07-08 13:30:00,30.05,20.83,30.67,60.0
SC-116,2026-07-08 14:00:00,29.76,21.17,28.85,60.0
SC-116,2026-07-08 14:30:00,27.51,20.35,26.02,60.0
SC-116,2026-07-08 15:00:00,28.16,18.91,32.84,60.0
SC-116,2026-07-08 15:30:00,24.47,16.23,33.67,60.0
SC-116,2026-07-08 16:00:00,24.35,15.69,35.57,60.0
SC-116,2026-07-08 16:30:00,18.32,12.89,29.65,60.0
SC-116,2026-07-09 08:00:00,12.14,7.93,34.62,60.0
SC-116,2026-07-09 08:30:00,20.98,14.57,30.57,60.0
SC-116,2026-07-09 09:00:00,23.11,16.33,29.32,60.0
SC-116,2026-07-09 09:30:00,27.06,19.86,26.62,60.0
SC-116,2026-07-09 10:00:00,28.04,21.5,23.32,60.0
SC-116,2026-07-09 10:30:00,31.0,22.49,27.46,60.0
SC-116,2026-07-09 11:00:00,29.74,22.24,25.23,60.0
SC-116,2026-07-09 11:30:00,30.71,21.82,28.94,60.0
SC-116,2026-07-09 12:00:00,32.64,22.94,29.71,60.0
SC-116,2026-07-09 12:30:00,29.72,20.48,31.09,60.0
SC-116,2026-07-09 13:00:00,26.94,19.72,26.8,60.0
SC-116,2026-07-09 13:30:00,29.79,20.78,30.22,60.0
SC-116,2026-07-09 14:00:00,27.2,17.95,34.03,60.0
SC-116,2026-07-09 14:30:00,24.6,17.9,27.24,60.0
SC-116,2026-07-09 15:00:00,20.62,14.46,29.84,60.0
SC-116,2026-07-09 15:30:00,20.52,13.58,33.81,60.0
SC-116,2026-07-09 16:00:00,17.46,12.47,28.58,60.0
SC-116,2026-07-09 16:30:00,17.06,12.04,29.4,60.0
SC-116,2026-07-10 08:00:00,6.57,4.86,25.95,60.0
SC-116,2026-07-10 08:30:00,10.57,7.58,28.25,60.0
SC-116,2026-07-10 09:00:00,11.58,8.22,29.02,60.0
SC-116,2026-07-10 09:30:00,16.61,10.74,35.33,60.0
SC-116,2026-07-10 10:00:00,15.31,11.69,23.66,60.0
SC-116,2026-07-10 10:30:00,18.8,12.12,35.51,60.0
SC-116,2026-07-10 11:00:00,17.28,12.54,27.44,60.0
SC-116,2026-07-10 11:30:00,17.1,12.32,27.94,60.0
SC-116,2026-07-10 12:00:00,16.48,12.61,23.47,60.0
SC-116,2026-07-10 12:30:00,17.25,12.41,28.08,60.0
SC-116,2026-07-10 13:00:00,14.32,10.82,24.44,60.0
SC-116,2026-07-10 13:30:00,14.27,10.48,26.54,60.0
SC-116,2026-07-10 14:00:00,12.97,9.03,30.4,60.0
SC-116,2026-07-10 14:30:00,14.13,9.74,31.08,60.0
SC-116,2026-07-10 15:00:00,11.93,8.37,29.87,60.0
SC-116,2026-07-10 15:30:00,11.72,8.59,26.69,60.0
SC-116,2026-07-10 16:00:00,8.59,6.45,24.93,60.0
SC-116,2026-07-10 16:30:00,9.67,6.67,30.98,60.0
SC-116,2026-07-11 08:00:00,4.86,3.55,26.85,60.0
SC-116,2026-07-11 08:30:00,8.08,5.53,31.58,60.0
SC-116,2026-07-11 09:00:00,9.6,7.2,25.0,60.0
SC-116,2026-07-11 09:30:00,10.07,7.24,28.03,60.0
SC-116,2026-07-11 10:00:00,11.47,8.2,28.49,60.0
SC-116,2026-07-11 10:30:00,12.98,9.34,28.01,60.0
SC-116,2026-07-11 11:00:00,14.2,9.46,33.36,60.0
SC-116,2026-07-11 11:30:00,12.57,8.71,30.73,60.0
SC-116,2026-07-11 12:00:00,12.4,8.73,29.61,60.0
SC-116,2026-07-11 12:30:00,11.96,9.18,23.22,60.0
SC-116,2026-07-11 13:00:00,11.65,8.16,29.95,60.0
SC-116,2026-07-11 13:30:00,10.59,8.34,21.22,60.0
SC-116,2026-07-11 14:00:00,8.93,6.4,28.34,60.0
SC-116,2026-07-11 14:30:00,8.56,6.38,25.42,60.0
SC-116,2026-07-11 15:00:00,8.33,5.81,30.22,60.0
SC-116,2026-07-11 15:30:00,8.49,5.86,30.97,60.0
SC-116,2026-07-11 16:00:00,7.5,5.58,25.51,60.0
SC-116,2026-07-11 16:30:00,6.92,5.54,19.98,60.0
SC-116,2026-07-12 08:00:00,14.49,10.91,24.67,60.0
SC-116,2026-07-12 08:30:00,24.05,17.0,29.29,60.0
SC-116,2026-07-12 09:00:00,29.62,21.84,26.25,60.0
SC-116,2026-07-12 09:30:00,38.22,27.41,28.28,60.0
SC-116,2026-07-12 10:00:00,39.47,27.48,30.38,60.0
SC-116,2026-07-12 10:30:00,50.21,35.72,28.86,60.0
SC-116,2026-07-12 11:00:00,43.13,31.28,27.48,60.0
SC-116,2026-07-12 11:30:00,43.52,31.81,26.91,60.0
SC-116,2026-07-12 12:00:00,34.71,27.53,20.68,60.0
SC-116,2026-07-12 12:30:00,41.61,29.22,29.78,60.0
SC-116,2026-07-12 13:00:00,40.73,28.59,29.79,60.0
SC-116,2026-07-12 13:30:00,34.46,25.32,26.52,60.0
SC-116,2026-07-12 14:00:00,32.81,23.8,27.44,60.0
SC-116,2026-07-12 14:30:00,29.92,22.09,26.16,60.0
SC-116,2026-07-12 15:00:00,28.03,20.27,27.68,60.0
SC-116,2026-07-12 15:30:00,24.27,17.26,28.9,60.0
SC-116,2026-07-12 16:00:00,23.72,17.82,24.84,60.0
SC-116,2026-07-12 16:30:00,19.85,15.5,21.92,60.0
SC-116,2026-07-13 08:00:00,12.27,8.79,28.37,60.0
SC-116,2026-07-13 08:30:00,18.71,13.99,25.23,60.0
SC-116,2026-07-13 09:00:00,22.53,16.83,25.33,60.0
SC-116,2026-07-13 09:30:00,25.74,19.13,25.67,60.0
SC-116,2026-07-13 10:00:00,31.01,21.01,32.23,60.0
SC-116,2026-07-13 10:30:00,34.56,23.39,32.32,60.0
SC-116,2026-07-13 11:00:00,34.59,23.89,30.94,60.0
SC-116,2026-07-13 11:30:00,29.46,22.26,24.42,60.0
SC-116,2026-07-13 12:00:00,30.09,22.64,24.77,60.0
SC-116,2026-07-13 12:30:00,31.33,23.17,26.04,60.0
SC-116,2026-07-13 13:00:00,28.65,19.53,31.83,60.0
SC-116,2026-07-13 13:30:00,26.32,18.54,29.54,60.0
SC-116,2026-07-13 14:00:00,24.0,18.39,23.38,60.0
SC-116,2026-07-13 14:30:00,27.97,20.52,26.61,60.0
SC-116,2026-07-13 15:00:00,21.79,16.83,22.79,60.0
SC-116,2026-07-13 15:30:00,21.03,15.11,28.16,60.0
SC-116,2026-07-13 16:00:00,21.59,14.09,34.73,60.0
SC-116,2026-07-13 16:30:00,17.4,12.52,28.02,60.0
SC-116,2026-07-14 08:00:00,13.98,10.03,28.22,60.0
SC-116,2026-07-14 08:30:00,23.82,17.22,27.74,60.0
SC-116,2026-07-14 09:00:00,29.31,21.89,25.31,60.0
SC-116,2026-07-14 09:30:00,33.49,23.75,29.08,60.0
SC-116,2026-07-14 10:00:00,36.72,27.08,26.25,60.0
SC-116,2026-07-14 10:30:00,40.69,27.04,33.55,60.0
SC-116,2026-07-14 11:00:00,38.1,30.47,20.01,60.0
SC-116,2026-07-14 11:30:00,44.45,29.55,33.51,60.0
SC-116,2026-07-14 12:00:00,43.48,28.31,34.89,60.0
SC-116,2026-07-14 12:30:00,37.26,26.7,28.33,60.0
SC-116,2026-07-14 13:00:00,38.32,25.96,32.25,60.0
SC-116,2026-07-14 13:30:00,33.2,24.01,27.67,60.0
SC-116,2026-07-14 14:00:00,28.58,20.38,28.7,60.0
SC-116,2026-07-14 14:30:00,27.65,20.79,24.82,60.0
SC-116,2026-07-14 15:00:00,23.59,17.36,26.43,60.0
SC-116,2026-07-14 15:30:00,25.69,17.86,30.48,60.0
SC-116,2026-07-14 16:00:00,24.11,17.6,26.98,60.0
SC-116,2026-07-14 16:30:00,20.28,15.28,24.67,60.0
SC-116,2026-07-15 08:00:00,12.38,9.04,26.96,60.0
SC-116,2026-07-15 08:30:00,21.51,15.06,30.0,60.0
SC-116,2026-07-15 09:00:00,25.24,18.44,26.93,60.0
SC-116,2026-07-15 09:30:00,29.29,21.56,26.41,60.0
SC-116,2026-07-15 10:00:00,31.86,22.69,28.79,60.0
SC-116,2026-07-15 10:30:00,40.08,26.39,34.15,60.0
SC-116,2026-07-15 11:00:00,34.16,24.47,28.36,60.0
SC-116,2026-07-15 11:30:00,34.03,24.62,27.64,60.0
SC-116,2026-07-15 12:00:00,37.72,25.81,31.59,60.0
SC-116,2026-07-15 12:30:00,32.79,24.08,26.57,60.0
SC-116,2026-07-15 13:00:00,32.73,24.88,23.99,60.0
SC-116,2026-07-15 13:30:00,32.67,22.35,31.6,60.0
SC-116,2026-07-15 14:00:00,29.25,22.02,24.71,60.0
SC-116,2026-07-15 14:30:00,27.92,19.16,31.37,60.0
SC-116,2026-07-15 15:00:00,24.2,18.05,25.39,60.0
SC-116,2026-07-15 15:30:00,22.31,16.75,24.92,60.0
SC-116,2026-07-15 16:00:00,18.13,13.32,26.52,60.0
SC-116,2026-07-15 16:30:00,18.83,14.12,25.03,60.0
SC-116,2026-07-16 08:00:00,13.32,9.67,27.37,60.0
SC-116,2026-07-16 08:30:00,22.97,15.73,31.52,60.0
SC-116,2026-07-16 09:00:00,23.65,17.09,27.77,60.0
SC-116,2026-07-16 09:30:00,29.15,21.64,25.76,60.0
SC-116,2026-07-16 10:00:00,37.31,26.48,29.02,60.0
SC-116,2026-07-16 10:30:00,32.43,22.31,31.2,60.0
SC-116,2026-07-16 11:00:00,38.37,26.22,31.67,60.0
SC-116,2026-07-16 11:30:00,36.55,25.66,29.79,60.0
SC-116,2026-07-16 12:00:00,33.92,24.3,28.35,60.0
SC-116,2026-07-16 12:30:00,29.72,21.94,26.15,60.0
SC-116,2026-07-16 13:00:00,30.81,22.17,28.06,60.0
SC-116,2026-07-16 13:30:00,26.53,20.11,24.19,60.0
SC-116,2026-07-16 14:00:00,28.68,21.06,26.56,60.0
SC-116,2026-07-16 14:30:00,21.55,16.99,21.18,60.0
SC-116,2026-07-16 15:00:00,22.19,16.15,27.22,60.0
SC-116,2026-07-16 15:30:00,21.46,15.54,27.61,60.0
SC-116,2026-07-16 16:00:00,19.3,13.89,28.04,60.0
SC-116,2026-07-16 16:30:00,16.96,11.61,31.57,60.0
SC-116,2026-07-17 08:00:00,5.9,4.61,21.79,60.0
SC-116,2026-07-17 08:30:00,9.81,7.07,27.89,60.0
SC-116,2026-07-17 09:00:00,12.38,8.43,31.91,60.0
SC-116,2026-07-17 09:30:00,14.19,10.4,26.76,60.0
SC-116,2026-07-17 10:00:00,14.27,10.61,25.62,60.0
SC-116,2026-07-17 10:30:00,16.71,12.12,27.48,60.0
SC-116,2026-07-17 11:00:00,15.72,11.99,23.69,60.0
SC-116,2026-07-17 11:30:00,16.64,11.5,30.9,60.0
SC-116,2026-07-17 12:00:00,17.4,12.31,29.23,60.0
SC-116,2026-07-17 12:30:00,16.31,11.12,31.83,60.0
SC-116,2026-07-17 13:00:00,15.81,11.18,29.25,60.0
SC-116,2026-07-17 13:30:00,14.4,10.71,25.63,60.0
SC-116,2026-07-17 14:00:00,13.77,9.79,28.91,60.0
SC-116,2026-07-17 14:30:00,11.49,8.35,27.32,60.0
SC-116,2026-07-17 15:00:00,12.24,8.95,26.91,60.0
SC-116,2026-07-17 15:30:00,10.93,7.55,30.89,60.0
SC-116,2026-07-17 16:00:00,10.01,7.22,27.88,60.0
SC-116,2026-07-17 16:30:00,10.25,7.19,29.83,60.0
SC-116,2026-07-18 08:00:00,5.13,3.66,28.6,60.0
SC-116,2026-07-18 08:30:00,8.91,6.28,29.54,60.0
