center_id,ts_bucket,channel,offered,handled,abandoned,aht_sec,wait_sec,resolved_first_contact
SC-120,2026-07-03 12:30:00,phone,11.02,9.27,1.76,244.2,27.5,7.23
SC-120,2026-07-03 12:30:00,web,4.92,4.72,0.2,128.5,54.0,4.09
SC-120,2026-07-03 12:30:00,whatsapp,4.18,3.89,0.29,112.6,73.5,3.33
SC-120,2026-07-03 12:30:00,email,2.95,2.84,0.11,118.0,69.9,2.45
SC-120,2026-07-03 12:30:00,forms,1.97,1.89,0.08,116.5,44.4,1.58
SC-120,2026-07-03 13:00:00,phone,9.92,8.15,1.76,215.4,41.3,6.47
SC-120,2026-07-03 13:00:00,web,4.43,4.29,0.14,106.3,53.8,3.57
SC-120,2026-07-03 13:00:00,whatsapp,3.76,3.69,0.07,113.1,49.5,3.08
SC-120,2026-07-03 13:00:00,email,2.66,2.54,0.11,112.5,64.0,2.14
SC-120,2026-07-03 13:00:00,forms,1.77,1.68,0.1,110.0,85.5,1.4
SC-120,2026-07-03 13:30:00,phone,9.39,7.9,1.49,211.1,35.2,6.48
SC-120,2026-07-03 13:30:00,web,4.19,4.11,0.08,124.2,47.2,3.59
SC-120,2026-07-03 13:30:00,whatsapp,3.57,3.29,0.27,116.6,34.4,2.84
SC-120,2026-07-03 13:30:00,email,2.52,2.47,0.05,129.1,40.3,2.08
SC-120,2026-07-03 13:30:00,forms,1.68,1.62,0.06,97.0,57.6,1.43
SC-120,2026-07-03 14:00:00,phone,7.95,6.38,1.57,231.4,44.9,5.0
SC-120,2026-07-03 14:00:00,web,3.55,3.33,0.22,120.9,45.7,3.09
SC-120,2026-07-03 14:00:00,whatsapp,3.02,2.86,0.16,117.6,16.4,2.54
SC-120,2026-07-03 14:00:00,email,2.13,2.04,0.1,103.6,52.7,1.72
SC-120,2026-07-03 14:00:00,forms,1.42,1.37,0.05,97.4,43.3,1.13
SC-120,2026-07-03 14:30:00,phone,8.95,6.85,2.1,244.1,54.8,5.24
SC-120,2026-07-03 14:30:00,web,4.0,4.0,0.0,96.7,78.2,3.52
SC-120,2026-07-03 14:30:00,whatsapp,3.4,3.27,0.13,120.9,62.6,2.69
SC-120,2026-07-03 14:30:00,email,2.4,2.3,0.1,105.0,31.7,1.92
SC-120,2026-07-03 14:30:00,forms,1.6,1.53,0.07,125.0,73.8,1.4
SC-120,2026-07-03 15:00:00,phone,9.8,7.36,2.44,215.7,65.9,5.79
SC-120,2026-07-03 15:00:00,web,4.38,4.27,0.11,114.4,75.4,3.72
SC-120,2026-07-03 15:00:00,whatsapp,3.72,3.71,0.01,126.1,44.8,2.99
SC-120,2026-07-03 15:00:00,email,2.63,2.47,0.16,141.3,31.6,2.04
SC-120,2026-07-03 15:00:00,forms,1.75,1.75,0.0,111.8,72.6,1.55
SC-120,2026-07-03 15:30:00,phone,6.33,5.26,1.07,250.3,38.2,4.24
SC-120,2026-07-03 15:30:00,web,2.83,2.69,0.13,101.1,26.1,2.18
SC-120,2026-07-03 15:30:00,whatsapp,2.4,2.32,0.08,108.5,24.1,1.98
SC-120,2026-07-03 15:30:00,email,1.7,1.6,0.09,123.1,68.0,1.41
SC-120,2026-07-03 15:30:00,forms,1.13,1.1,0.03,125.1,50.1,0.97
SC-120,2026-07-04 08:00:00,phone,4.76,2.39,2.37,238.6,153.1,1.87
SC-120,2026-07-04 08:00:00,web,2.12,2.06,0.07,125.4,37.5,1.79
SC-120,2026-07-04 08:00:00,whatsapp,1.81,1.74,0.06,135.0,29.9,1.57
SC-120,2026-07-04 08:00:00,email,1.27,1.22,0.05,124.9,75.6,1.04
SC-120,2026-07-04 08:00:00,forms,0.85,0.84,0.01,109.8,56.3,0.75
SC-120,2026-07-04 08:30:00,phone,5.05,3.38,1.67,204.1,81.4,2.67
SC-120,2026-07-04 08:30:00,web,2.26,2.21,0.04,119.2,2.0,1.85
SC-120,2026-07-04 08:30:00,whatsapp,1.92,1.85,0.07,128.3,36.6,1.65
SC-120,2026-07-04 08:30:00,email,1.35,1.3,0.05,105.2,40.9,1.12
SC-120,2026-07-04 08:30:00,forms,0.9,0.87,0.03,100.2,60.5,0.73
SC-120,2026-07-04 09:00:00,phone,7.27,5.59,1.68,225.1,48.0,4.54
SC-120,2026-07-04 09:00:00,web,3.25,3.09,0.16,127.4,14.7,2.64
SC-120,2026-07-04 09:00:00,whatsapp,2.76,2.73,0.04,120.1,52.0,2.47
SC-120,2026-07-04 09:00:00,email,1.95,1.91,0.04,126.2,38.7,1.56
SC-120,2026-07-04 09:00:00,forms,1.3,1.27,0.03,113.5,60.8,1.11
SC-120,2026-07-04 09:30:00,phone,8.9,6.53,2.37,249.7,68.9,4.82
SC-120,2026-07-04 09:30:00,web,3.97,3.72,0.25,108.7,71.3,3.12
SC-120,2026-07-04 09:30:00,whatsapp,3.38,3.28,0.1,139.0,73.9,2.66
SC-120,2026-07-04 09:30:00,email,2.38,2.35,0.03,139.5,80.0,2.06
SC-120,2026-07-04 09:30:00,forms,1.59,1.52,0.07,120.5,53.5,1.29
SC-120,2026-07-04 10:00:00,phone,9.15,7.13,2.02,218.6,48.8,5.72
SC-120,2026-07-04 10:00:00,web,4.08,3.93,0.16,121.9,44.6,2.93
SC-120,2026-07-04 10:00:00,whatsapp,3.47,3.36,0.11,145.2,37.5,3.0
SC-120,2026-07-04 10:00:00,email,2.45,2.32,0.13,123.7,89.4,2.06
SC-120,2026-07-04 10:00:00,forms,1.63,1.56,0.08,117.9,34.5,1.4
SC-120,2026-07-04 10:30:00,phone,6.94,6.22,0.72,209.1,23.8,5.0
SC-120,2026-07-04 10:30:00,web,3.1,3.01,0.09,120.9,51.6,2.72
SC-120,2026-07-04 10:30:00,whatsapp,2.63,2.52,0.11,104.8,33.0,2.27
SC-120,2026-07-04 10:30:00,email,1.86,1.8,0.06,138.2,41.9,1.57
SC-120,2026-07-04 10:30:00,forms,1.24,1.2,0.04,105.9,39.0,1.09
SC-120,2026-07-04 11:00:00,phone,11.32,8.2,3.13,216.9,74.3,6.08
SC-120,2026-07-04 11:00:00,web,5.06,4.96,0.09,114.3,33.4,4.06
SC-120,2026-07-04 11:00:00,whatsapp,4.3,4.09,0.21,135.7,85.8,3.58
SC-120,2026-07-04 11:00:00,email,3.03,2.96,0.07,121.3,93.5,2.59
SC-120,2026-07-04 11:00:00,forms,2.02,1.96,0.06,101.1,28.9,1.71
SC-120,2026-07-04 11:30:00,phone,8.38,7.16,1.22,224.3,36.6,5.74
SC-120,2026-07-04 11:30:00,web,3.74,3.55,0.19,87.4,53.9,3.11
SC-120,2026-07-04 11:30:00,whatsapp,3.18,3.02,0.16,157.7,26.0,2.57
SC-120,2026-07-04 11:30:00,email,2.24,2.09,0.15,107.0,6.1,1.69
SC-120,2026-07-04 11:30:00,forms,1.5,1.44,0.06,141.7,42.4,1.37
SC-120,2026-07-04 12:00:00,phone,8.62,7.03,1.58,211.6,41.2,5.76
SC-120,2026-07-04 12:00:00,web,3.85,3.72,0.12,122.1,58.3,3.27
SC-120,2026-07-04 12:00:00,whatsapp,3.27,3.12,0.15,134.8,48.9,2.67
SC-120,2026-07-04 12:00:00,email,2.31,2.24,0.06,122.2,54.6,1.98
SC-120,2026-07-04 12:00:00,forms,1.54,1.49,0.05,103.0,64.6,1.32
SC-120,2026-07-04 12:30:00,phone,8.84,6.77,2.08,212.9,41.1,5.23
SC-120,2026-07-04 12:30:00,web,3.95,3.86,0.09,113.3,29.7,3.16
SC-120,2026-07-04 12:30:00,whatsapp,3.36,3.24,0.12,118.7,9.9,2.77
SC-120,2026-07-04 12:30:00,email,2.37,2.27,0.1,104.0,36.2,1.91
SC-120,2026-07-04 12:30:00,forms,1.58,1.54,0.04,99.8,50.3,1.27
SC-120,2026-07-04 13:00:00,phone,8.44,7.09,1.35,182.2,38.2,5.85
SC-120,2026-07-04 13:00:00,web,3.77,3.56,0.21,124.5,62.8,3.23
SC-120,2026-07-04 13:00:00,whatsapp,3.21,3.1,0.1,121.1,41.0,2.82
SC-120,2026-07-04 13:00:00,email,2.26,2.2,0.06,105.4,71.9,1.97
SC-120,2026-07-04 13:00:00,forms,1.51,1.46,0.04,123.5,47.5,1.21
SC-120,2026-07-04 13:30:00,phone,7.79,5.85,1.94,261.8,54.6,4.86
SC-120,2026-07-04 13:30:00,web,3.48,3.38,0.1,126.0,59.0,2.75
SC-120,2026-07-04 13:30:00,whatsapp,2.96,2.83,0.12,114.5,38.8,2.49
SC-120,2026-07-04 13:30:00,email,2.09,1.94,0.15,106.7,35.3,1.78
SC-120,2026-07-04 13:30:00,forms,1.39,1.33,0.06,133.8,77.5,1.2
SC-120,2026-07-04 14:00:00,phone,6.72,5.95,0.78,197.5,26.4,4.84
SC-120,2026-07-04 14:00:00,web,3.0,2.94,0.06,109.7,20.1,2.68
SC-120,2026-07-04 14:00:00,whatsapp,2.55,2.48,0.07,134.4,48.2,2.19
SC-120,2026-07-04 14:00:00,email,1.8,1.77,0.03,127.9,27.2,1.61
SC-120,2026-07-04 14:00:00,forms,1.2,1.17,0.03,80.7,59.0,1.01
SC-120,2026-07-04 14:30:00,phone,6.76,5.38,1.37,227.3,34.6,4.22
SC-120,2026-07-04 14:30:00,web,3.02,2.94,0.07,100.1,39.7,2.51
SC-120,2026-07-04 14:30:00,whatsapp,2.57,2.41,0.16,130.4,12.2,2.2
SC-120,2026-07-04 14:30:00,email,1.81,1.78,0.03,110.8,47.8,1.65
SC-120,2026-07-04 14:30:00,forms,1.21,1.17,0.04,124.5,9.3,1.03
SC-120,2026-07-04 15:00:00,phone,6.37,4.22,2.15,204.5,91.1,3.28
SC-120,2026-07-04 15:00:00,web,2.84,2.72,0.13,124.0,30.5,2.31
SC-120,2026-07-04 15:00:00,whatsapp,2.42,2.32,0.1,117.1,60.5,1.98
SC-120,2026-07-04 15:00:00,email,1.71,1.65,0.06,115.5,42.7,1.46
SC-120,2026-07-04 15:00:00,forms,1.14,1.1,0.04,98.0,29.1,0.98
SC-120,2026-07-04 15:30:00,phone,6.32,3.81,2.52,203.3,91.6,2.94
SC-120,2026-07-04 15:30:00,web,2.82,2.76,0.06,123.3,63.0,2.26
SC-120,2026-07-04 15:30:00,whatsapp,2.4,2.32,0.08,126.8,31.6,1.85
SC-120,2026-07-04 15:30:00,email,1.69,1.62,0.07,108.1,36.3,1.42
SC-120,2026-07-04 15:30:00,forms,1.13,1.1,0.03,94.7,36.3,0.98
SC-120,2026-07-05 08:00:00,phone,13.87,8.61,5.26,205.8,89.5,5.99
SC-120,2026-07-05 08:00:00,web,6.19,6.03,0.17,125.1,66.8,4.81
SC-120,2026-07-05 08:00:00,whatsapp,5.27,5.01,0.25,121.4,36.8,4.52
SC-120,2026-07-05 08:00:00,email,3.72,3.72,0.0,112.5,6.0,3.32
SC-120,2026-07-05 08:00:00,forms,2.48,2.39,0.09,116.4,45.8,2.09
SC-120,2026-07-05 08:30:00,phone,17.25,16.41,0.84,240.0,8.5,12.8
SC-120,2026-07-05 08:30:00,web,7.7,7.4,0.31,115.2,31.0,6.92
SC-120,2026-07-05 08:30:00,whatsapp,6.55,6.26,0.29,110.9,88.2,5.3
SC-120,2026-07-05 08:30:00,email,4.62,4.51,0.11,135.4,68.4,3.73
SC-120,2026-07-05 08:30:00,forms,3.08,2.97,0.11,107.3,31.9,2.6
SC-120,2026-07-05 09:00:00,phone,20.33,19.77,0.56,195.4,5.5,15.61
SC-120,2026-07-05 09:00:00,web,9.08,8.72,0.36,111.2,44.8,7.83
SC-120,2026-07-05 09:00:00,whatsapp,7.72,7.53,0.18,137.8,36.4,6.73
SC-120,2026-07-05 09:00:00,email,5.45,5.26,0.19,117.6,56.7,4.38
SC-120,2026-07-05 09:00:00,forms,3.63,3.51,0.12,109.5,79.0,3.02
SC-120,2026-07-05 09:30:00,phone,25.51,23.48,2.03,209.8,16.8,16.95
SC-120,2026-07-05 09:30:00,web,11.39,10.86,0.54,110.3,30.0,9.44
SC-120,2026-07-05 09:30:00,whatsapp,9.68,9.06,0.63,128.9,45.1,8.2
SC-120,2026-07-05 09:30:00,email,6.84,6.58,0.25,113.6,41.3,5.95
SC-120,2026-07-05 09:30:00,forms,4.56,4.44,0.11,127.9,40.4,3.5
SC-120,2026-07-05 10:00:00,phone,32.34,30.45,1.89,198.4,13.1,23.23
SC-120,2026-07-05 10:00:00,web,14.44,14.02,0.42,131.3,68.5,11.88
SC-120,2026-07-05 10:00:00,whatsapp,12.28,11.91,0.37,132.7,79.0,10.08
SC-120,2026-07-05 10:00:00,email,8.66,8.55,0.12,130.5,20.9,7.8
SC-120,2026-07-05 10:00:00,forms,5.78,5.54,0.23,121.7,34.8,4.8
SC-120,2026-07-05 10:30:00,phone,29.64,28.86,0.78,225.3,4.9,20.8
SC-120,2026-07-05 10:30:00,web,13.24,13.2,0.04,112.8,32.4,11.12
SC-120,2026-07-05 10:30:00,whatsapp,11.25,10.75,0.5,116.7,54.1,8.89
SC-120,2026-07-05 10:30:00,email,7.94,7.68,0.27,131.0,69.1,7.0
SC-120,2026-07-05 10:30:00,forms,5.29,5.15,0.14,122.9,2.0,4.64
SC-120,2026-07-05 11:00:00,phone,36.34,34.26,2.08,187.0,14.3,25.56
SC-120,2026-07-05 11:00:00,web,16.23,15.66,0.57,92.0,88.1,13.33
SC-120,2026-07-05 11:00:00,whatsapp,13.79,12.88,0.91,122.2,81.8,12.16
SC-120,2026-07-05 11:00:00,email,9.74,9.36,0.38,112.8,56.7,8.4
SC-120,2026-07-05 11:00:00,forms,6.49,6.36,0.13,95.0,39.5,5.57
SC-120,2026-07-05 11:30:00,phone,30.9,30.22,0.68,199.7,3.9,25.73
SC-120,2026-07-05 11:30:00,web,13.8,13.27,0.53,135.3,70.5,11.18
SC-120,2026-07-05 11:30:00,whatsapp,11.73,11.49,0.24,123.2,41.9,10.36
SC-120,2026-07-05 11:30:00,email,8.28,7.83,0.45,136.2,16.4,7.27
SC-120,2026-07-05 11:30:00,forms,5.52,5.33,0.19,106.9,9.2,4.99
SC-120,2026-07-05 12:00:00,phone,38.78,35.93,2.85,222.3,17.6,28.76
SC-120,2026-07-05 12:00:00,web,17.32,16.44,0.88,129.4,58.3,14.41
SC-120,2026-07-05 12:00:00,whatsapp,14.72,14.05,0.67,104.0,41.5,12.27
SC-120,2026-07-05 12:00:00,email,10.39,10.11,0.28,115.0,55.2,9.07
SC-120,2026-07-05 12:00:00,forms,6.93,6.72,0.21,113.7,48.3,5.75
SC-120,2026-07-05 12:30:00,phone,27.21,26.04,1.16,220.2,7.8,20.01
SC-120,2026-07-05 12:30:00,web,12.15,11.77,0.38,99.7,50.6,10.13
SC-120,2026-07-05 12:30:00,whatsapp,10.33,9.83,0.5,106.5,52.1,8.75
SC-120,2026-07-05 12:30:00,email,7.29,7.21,0.08,144.6,64.5,6.03
SC-120,2026-07-05 12:30:00,forms,4.86,4.64,0.22,122.4,2.0,4.0
SC-120,2026-07-05 13:00:00,phone,31.19,27.77,3.41,239.6,23.4,22.41
SC-120,2026-07-05 13:00:00,web,13.93,13.65,0.27,127.4,49.3,12.79
SC-120,2026-07-05 13:00:00,whatsapp,11.84,11.23,0.61,122.8,23.8,9.38
SC-120,2026-07-05 13:00:00,email,8.36,8.02,0.33,123.6,31.5,7.19
SC-120,2026-07-05 13:00:00,forms,5.57,5.38,0.19,130.1,39.4,4.58
SC-120,2026-07-05 13:30:00,phone,27.94,26.27,1.67,219.9,11.3,20.45
SC-120,2026-07-05 13:30:00,web,12.48,11.78,0.7,130.7,12.9,10.09
SC-120,2026-07-05 13:30:00,whatsapp,10.6,10.4,0.2,122.1,43.7,8.54
SC-120,2026-07-05 13:30:00,email,7.49,7.28,0.21,118.3,26.7,6.44
SC-120,2026-07-05 13:30:00,forms,4.99,4.92,0.07,122.8,27.5,4.13
SC-120,2026-07-05 14:00:00,phone,24.31,23.11,1.2,202.5,10.1,17.61
SC-120,2026-07-05 14:00:00,web,10.86,10.24,0.62,119.1,48.4,8.75
SC-120,2026-07-05 14:00:00,whatsapp,9.23,8.82,0.41,102.2,21.6,7.6
SC-120,2026-07-05 14:00:00,email,6.52,6.35,0.16,126.8,38.6,5.32
SC-120,2026-07-05 14:00:00,forms,4.34,4.2,0.15,100.9,44.9,3.41
SC-120,2026-07-05 14:30:00,phone,24.3,22.83,1.47,199.6,12.5,17.03
SC-120,2026-07-05 14:30:00,web,10.85,10.5,0.36,124.1,22.2,9.09
SC-120,2026-07-05 14:30:00,whatsapp,9.22,8.91,0.31,128.2,52.6,7.3
SC-120,2026-07-05 14:30:00,email,6.51,6.25,0.26,96.9,12.7,5.62
SC-120,2026-07-05 14:30:00,forms,4.34,4.3,0.04,125.1,36.2,3.65
SC-120,2026-07-05 15:00:00,phone,19.38,19.15,0.23,231.4,3.1,14.87
SC-120,2026-07-05 15:00:00,web,8.66,8.56,0.1,109.9,41.8,7.56
SC-120,2026-07-05 15:00:00,whatsapp,7.36,7.04,0.32,113.6,71.7,5.81
SC-120,2026-07-05 15:00:00,email,5.19,5.17,0.02,126.5,74.2,4.39
SC-120,2026-07-05 15:00:00,forms,3.46,3.39,0.08,126.9,30.8,3.13
SC-120,2026-07-05 15:30:00,phone,18.32,17.86,0.45,211.9,5.8,14.74
SC-120,2026-07-05 15:30:00,web,8.18,7.92,0.25,119.5,18.3,6.75
SC-120,2026-07-05 15:30:00,whatsapp,6.95,6.51,0.44,117.4,53.6,5.34
SC-120,2026-07-05 15:30:00,email,4.91,4.63,0.27,122.0,47.8,4.22
SC-120,2026-07-05 15:30:00,forms,3.27,3.22,0.05,118.7,87.8,2.97
SC-120,2026-07-06 08:00:00,phone,13.91,9.46,4.45,256.0,66.6,7.35
SC-120,2026-07-06 08:00:00,web,6.21,6.05,0.16,111.2,29.6,5.23
SC-120,2026-07-06 08:00:00,whatsapp,5.28,5.08,0.2,96.8,43.1,4.28
SC-120,2026-07-06 08:00:00,email,3.73,3.69,0.04,122.2,21.7,3.31
SC-120,2026-07-06 08:00:00,forms,2.48,2.41,0.08,135.9,85.3,2.11
SC-120,2026-07-06 08:30:00,phone,18.65,15.44,3.21,201.3,40.6,11.9
SC-120,2026-07-06 08:30:00,web,8.33,8.17,0.16,120.8,18.5,6.8
SC-120,2026-07-06 08:30:00,whatsapp,7.08,7.01,0.07,131.8,80.2,6.42
SC-120,2026-07-06 08:30:00,email,5.0,4.88,0.12,126.4,45.5,4.17
SC-120,2026-07-06 08:30:00,forms,3.33,3.22,0.11,116.7,71.4,2.79
SC-120,2026-07-06 09:00:00,phone,26.0,21.16,4.84,228.6,34.7,16.52
SC-120,2026-07-06 09:00:00,web,11.61,11.34,0.27,101.9,19.1,10.08
SC-120,2026-07-06 09:00:00,whatsapp,9.87,9.64,0.23,134.1,56.4,8.54
SC-120,2026-07-06 09:00:00,email,6.97,6.73,0.24,129.8,69.2,5.99
SC-120,2026-07-06 09:00:00,forms,4.64,4.47,0.18,119.3,47.5,3.89
SC-120,2026-07-06 09:30:00,phone,25.27,23.5,1.76,210.6,16.0,18.7
SC-120,2026-07-06 09:30:00,web,11.28,10.88,0.4,119.8,64.0,9.71
SC-120,2026-07-06 09:30:00,whatsapp,9.59,9.12,0.47,112.9,53.7,7.62
SC-120,2026-07-06 09:30:00,email,6.77,6.61,0.16,116.0,30.9,5.41
SC-120,2026-07-06 09:30:00,forms,4.51,4.42,0.09,104.7,41.1,3.98
SC-120,2026-07-06 10:00:00,phone,30.77,28.76,2.01,212.6,13.9,21.79
SC-120,2026-07-06 10:00:00,web,13.74,13.15,0.59,113.3,51.9,12.19
SC-120,2026-07-06 10:00:00,whatsapp,11.68,11.35,0.33,113.9,29.6,10.04
SC-120,2026-07-06 10:00:00,email,8.24,7.87,0.38,134.7,26.0,6.92
SC-120,2026-07-06 10:00:00,forms,5.5,5.23,0.26,124.4,32.8,4.8
SC-120,2026-07-06 10:30:00,phone,37.23,34.61,2.62,180.3,16.4,26.26
SC-120,2026-07-06 10:30:00,web,16.63,15.73,0.89,101.7,41.5,13.37
SC-120,2026-07-06 10:30:00,whatsapp,14.13,13.62,0.51,109.8,20.6,11.92
SC-120,2026-07-06 10:30:00,email,9.98,9.74,0.23,119.6,45.9,8.47
SC-120,2026-07-06 10:30:00,forms,6.65,6.45,0.2,95.0,49.9,5.55
SC-120,2026-07-06 11:00:00,phone,42.3,32.04,10.26,240.7,46.4,24.68
SC-120,2026-07-06 11:00:00,web,18.89,17.98,0.9,127.2,2.0,15.06
SC-120,2026-07-06 11:00:00,whatsapp,16.05,15.68,0.37,114.9,47.2,13.54
SC-120,2026-07-06 11:00:00,email,11.33,11.15,0.19,122.7,74.5,9.91
SC-120,2026-07-06 11:00:00,forms,7.56,7.25,0.31,140.7,46.9,6.26
SC-120,2026-07-06 11:30:00,phone,39.79,34.09,5.7,226.5,33.0,26.58
SC-120,2026-07-06 11:30:00,web,17.77,17.15,0.62,124.0,31.3,14.55
SC-120,2026-07-06 11:30:00,whatsapp,15.1,14.45,0.66,95.7,46.6,12.11
SC-120,2026-07-06 11:30:00,email,10.66,10.41,0.25,90.5,24.1,9.78
SC-120,2026-07-06 11:30:00,forms,7.11,6.78,0.33,113.9,48.8,6.03
SC-120,2026-07-06 12:00:00,phone,27.72,26.44,1.29,223.8,9.9,20.01
SC-120,2026-07-06 12:00:00,web,12.38,12.26,0.12,104.4,21.7,10.6
SC-120,2026-07-06 12:00:00,whatsapp,10.52,10.31,0.21,102.3,31.8,9.42
SC-120,2026-07-06 12:00:00,email,7.43,7.28,0.15,126.3,41.7,6.02
SC-120,2026-07-06 12:00:00,forms,4.95,4.81,0.14,106.8,49.5,4.11
SC-120,2026-07-06 12:30:00,phone,28.23,26.92,1.31,214.5,9.1,21.11
SC-120,2026-07-06 12:30:00,web,12.61,12.16,0.45,141.0,59.5,9.73
SC-120,2026-07-06 12:30:00,whatsapp,10.72,10.38,0.33,139.7,40.5,9.23
SC-120,2026-07-06 12:30:00,email,7.56,7.37,0.2,108.0,33.1,6.02
SC-120,2026-07-06 12:30:00,forms,5.04,4.88,0.17,124.3,40.2,4.28
SC-120,2026-07-06 13:00:00,phone,26.34,24.21,2.14,230.4,13.4,18.4
SC-120,2026-07-06 13:00:00,web,11.76,11.38,0.39,136.4,67.8,9.11
SC-120,2026-07-06 13:00:00,whatsapp,10.0,9.28,0.72,116.1,46.7,8.55
SC-120,2026-07-06 13:00:00,email,7.06,6.56,0.49,123.2,51.8,5.94
SC-120,2026-07-06 13:00:00,forms,4.71,4.63,0.07,118.8,64.7,3.94
SC-120,2026-07-06 13:30:00,phone,28.28,25.19,3.09,203.8,21.9,20.64
SC-120,2026-07-06 13:30:00,web,12.63,12.21,0.43,123.2,37.2,10.11
SC-120,2026-07-06 13:30:00,whatsapp,10.74,10.43,0.3,131.3,40.3,8.84
SC-120,2026-07-06 13:30:00,email,7.58,7.28,0.29,114.5,13.0,6.24
SC-120,2026-07-06 13:30:00,forms,5.05,4.93,0.12,109.4,44.5,4.3
SC-120,2026-07-06 14:00:00,phone,26.66,24.96,1.7,227.6,11.4,20.22
SC-120,2026-07-06 14:00:00,web,11.9,11.22,0.68,126.7,49.7,9.97
SC-120,2026-07-06 14:00:00,whatsapp,10.12,9.71,0.41,125.8,20.6,8.02
SC-120,2026-07-06 14:00:00,email,7.14,6.97,0.18,102.0,43.2,6.13
SC-120,2026-07-06 14:00:00,forms,4.76,4.6,0.16,127.9,88.9,4.1
SC-120,2026-07-06 14:30:00,phone,19.49,18.9,0.59,208.0,6.1,15.71
SC-120,2026-07-06 14:30:00,web,8.7,8.39,0.32,126.8,59.5,7.68
SC-120,2026-07-06 14:30:00,whatsapp,7.4,7.07,0.33,117.5,40.2,5.97
SC-120,2026-07-06 14:30:00,email,5.22,4.86,0.36,115.8,54.9,4.02
SC-120,2026-07-06 14:30:00,forms,3.48,3.48,0.01,129.9,28.1,3.1
SC-120,2026-07-06 15:00:00,phone,20.27,19.17,1.1,181.9,11.4,15.03
SC-120,2026-07-06 15:00:00,web,9.05,8.64,0.41,127.8,51.0,7.45
SC-120,2026-07-06 15:00:00,whatsapp,7.69,7.37,0.32,103.8,46.9,6.2
SC-120,2026-07-06 15:00:00,email,5.43,5.17,0.26,130.7,69.8,4.54
SC-120,2026-07-06 15:00:00,forms,3.62,3.55,0.07,109.1,47.9,2.98
SC-120,2026-07-06 15:30:00,phone,17.09,15.88,1.22,223.4,14.4,12.41
SC-120,2026-07-06 15:30:00,web,7.63,7.46,0.17,111.0,40.3,6.56
SC-120,2026-07-06 15:30:00,whatsapp,6.49,6.33,0.15,119.5,54.4,5.53
SC-120,2026-07-06 15:30:00,email,4.58,4.54,0.04,126.1,21.3,3.91
SC-120,2026-07-06 15:30:00,forms,3.05,2.95,0.1,124.2,30.6,2.4
SC-120,2026-07-07 08:00:00,phone,16.03,5.87,10.16,225.1,183.4,4.39
SC-120,2026-07-07 08:00:00,web,7.16,6.7,0.46,100.7,2.0,5.26
SC-120,2026-07-07 08:00:00,whatsapp,6.08,5.97,0.11,104.1,59.7,5.11
SC-120,2026-07-07 08:00:00,email,4.29,4.11,0.18,125.4,24.0,3.77
SC-120,2026-07-07 08:00:00,forms,2.86,2.74,0.13,140.6,18.9,2.27
SC-120,2026-07-07 08:30:00,phone,18.21,16.44,1.76,213.7,21.1,13.55
SC-120,2026-07-07 08:30:00,web,8.13,7.96,0.17,97.2,73.9,6.6
SC-120,2026-07-07 08:30:00,whatsapp,6.91,6.74,0.17,123.6,45.2,5.77
SC-120,2026-07-07 08:30:00,email,4.88,4.7,0.18,130.4,33.2,4.25
SC-120,2026-07-07 08:30:00,forms,3.25,3.17,0.09,114.5,64.7,2.84
SC-120,2026-07-07 09:00:00,phone,23.31,21.51,1.8,215.8,16.5,16.93
SC-120,2026-07-07 09:00:00,web,10.41,10.05,0.36,105.8,47.3,8.16
SC-120,2026-07-07 09:00:00,whatsapp,8.85,8.61,0.24,114.6,48.3,7.15
SC-120,2026-07-07 09:00:00,email,6.25,6.02,0.22,109.8,37.1,5.08
SC-120,2026-07-07 09:00:00,forms,4.16,3.99,0.17,127.8,33.9,3.55
SC-120,2026-07-07 09:30:00,phone,33.74,26.94,6.8,217.4,52.1,21.61
SC-120,2026-07-07 09:30:00,web,15.07,14.28,0.79,105.8,49.8,12.0
SC-120,2026-07-07 09:30:00,whatsapp,12.81,12.44,0.36,89.8,48.3,11.6
SC-120,2026-07-07 09:30:00,email,9.04,8.6,0.44,112.8,28.0,7.17
SC-120,2026-07-07 09:30:00,forms,6.03,5.74,0.29,130.2,55.1,4.97
SC-120,2026-07-07 10:00:00,phone,27.12,25.6,1.53,180.0,10.8,19.82
SC-120,2026-07-07 10:00:00,web,12.11,11.6,0.51,114.0,55.3,10.69
SC-120,2026-07-07 10:00:00,whatsapp,10.3,9.77,0.52,103.0,41.4,8.82
SC-120,2026-07-07 10:00:00,email,7.27,7.08,0.19,124.1,49.2,5.9
SC-120,2026-07-07 10:00:00,forms,4.84,4.77,0.08,105.1,64.3,3.99
SC-120,2026-07-07 10:30:00,phone,31.44,27.58,3.86,199.9,25.1,22.92
SC-120,2026-07-07 10:30:00,web,14.04,13.62,0.42,126.7,18.5,12.13
SC-120,2026-07-07 10:30:00,whatsapp,11.94,11.51,0.43,119.3,44.0,10.38
SC-120,2026-07-07 10:30:00,email,8.42,8.26,0.17,114.4,38.5,6.54
SC-120,2026-07-07 10:30:00,forms,5.62,5.4,0.22,128.5,94.0,4.51
SC-120,2026-07-07 11:00:00,phone,34.7,31.67,3.02,169.0,16.6,24.03
SC-120,2026-07-07 11:00:00,web,15.5,14.79,0.7,101.0,51.1,13.47
SC-120,2026-07-07 11:00:00,whatsapp,13.17,12.83,0.34,118.8,57.2,10.19
